City,Date,AQI,Range,Air quality level,PM2.5,PM10,SO2,CO,NO2,O3
阿坝州,2014-12,53,53~53,良,33,55,3,1,23,69
阿坝州,2015-01,32,24~38,优,20,27,4,0.545,14,53
阿坝州,2015-02,32,23~53,优,16,30,9,0.311,9,52
阿坝州,2015-03,33,27~57,优,14,28,8,0.34,7,61
阿坝州,2015-04,40,33~53,优,16,34,7,0.437,7,76
阿坝州,2015-05,37,28~54,优,17,29,9,0.313,11,72
阿坝州,2015-06,35,21~49,优,22,28,11,0.39,9,58
阿坝州,2015-07,42,25~62,优,19,29,6,0.371,8,78
阿坝州,2015-08,44,35~65,优,26,39,5,0.407,8,70
阿坝州,2015-09,44,29~53,优,27,41,5,0.521,6,55
阿坝州,2015-10,39,29~78,优,19,37,7,0.38,11,67
阿坝州,2015-11,37,29~50,优,15,31,8,0.314,16,69
阿坝州,2015-12,43,32~52,优,19,41,6,0.371,18,66
阿坝州,2016-01,41,32~58,优,23,38,8,0.71,18,74
阿坝州,2016-02,49,35~73,优,22,42,8,1.024,12,88
阿坝州,2016-03,53,35~62,良,21,39,6,0.819,14,100
阿坝州,2016-04,62,46~87,良,19,37,8,0.6,12,113
阿坝州,2016-05,58,43~82,良,17,33,7,0.671,11,108
阿坝州,2016-06,53,26~95,良,18,31,6,0.567,10,97
阿坝州,2016-07,46,25~77,优,15,26,8,0.552,9,86
阿坝州,2016-08,50,24~70,优,16,31,13,0.874,11,94
阿坝州,2016-09,35,22~60,优,11,22,12,0.773,10,65
阿坝州,2016-10,36,20~47,优,15,31,12,0.442,13,64
阿坝州,2016-11,47,29~58,优,22,48,14,0.533,17,62
阿坝州,2016-12,50,32~78,良,26,53,15,0.726,20,62
阿坝州,2017-01,42,35~50,优,14,27,11,0.619,14,82
阿坝州,2017-02,46,40~56,优,14,28,7,0.471,7,91
阿坝州,2017-03,63,47~82,良,15,31,7,0.435,8,114
阿坝州,2017-04,57,40~85,良,13,27,8,0.467,8,106
阿坝州,2017-05,56,29~85,良,11,24,8,0.494,7,105
阿坝州,2017-06,42,25~97,优,7,14,7,0.52,7,81
阿坝州,2017-07,49,20~77,优,5,14,8,0.494,7,92
阿坝州,2017-08,38,25~65,优,5,13,7,0.494,8,74
阿坝州,2017-09,31,19~47,优,5,14,7,0.503,7,61
阿坝州,2017-10,30,18~40,优,7,21,7,0.445,9,58
阿坝州,2017-11,37,31~46,优,14,31,12,0.567,13,69
阿坝州,2017-12,45,34~84,优,21,46,15,0.719,17,62
阿坝州,2018-01,46,34~99,优,18,40,13,0.629,14,83
阿坝州,2018-02,52,41~74,良,15,33,9,0.625,7,98
阿坝州,2018-03,56,46~76,良,9,18,7,0.423,7,107
阿坝州,2018-04,68,43~92,良,9,25,8,0.452,8,119
安康,2014-12,104,104~104,轻度污染,66,157,54,2.1,41,66
安康,2015-01,147,59~273,轻度污染,112,149,54,2.339,32,51
安康,2015-02,100,46~153,轻度污染,74,111,30,1.496,24,83
安康,2015-03,78,35~160,良,54,88,20,1.429,21,92
安康,2015-04,66,39~126,良,31,64,19,1.18,14,111
安康,2015-05,75,43~128,良,45,70,21,1.139,14,113
安康,2015-06,57,33~91,良,30,48,14,0.823,11,98
安康,2015-07,69,44~105,良,31,48,12,0.655,8,121
安康,2015-08,59,34~87,良,26,40,15,0.645,8,106
安康,2015-09,62,32~98,良,38,54,17,0.793,11,96
安康,2015-10,66,32~133,良,44,68,20,0.919,18,82
安康,2015-11,56,26~99,良,37,54,28,1.243,21,40
安康,2015-12,130,57~232,轻度污染,98,139,36,1.613,32,46
安康,2016-01,135,47~236,轻度污染,101,129,40,2.052,32,57
安康,2016-02,107,47~356,轻度污染,77,115,26,1.9,24,77
安康,2016-03,89,54~186,良,61,108,27,1.229,26,104
安康,2016-04,63,39~89,良,36,58,17,1.377,17,103
安康,2016-05,74,44~165,良,38,63,17,1.019,13,121
安康,2016-06,66,28~108,良,24,38,10,0.663,8,117
安康,2016-07,49,26~84,优,22,37,8,0.568,9,90
安康,2016-08,59,31~98,良,30,42,16,0.516,11,106
安康,2016-09,63,32~97,良,35,51,24,0.603,20,103
安康,2016-10,43,25~74,优,25,41,22,0.706,20,59
安康,2016-11,65,24~112,良,45,71,17,1.12,27,43
安康,2016-12,102,66~147,轻度污染,76,109,16,1.565,37,40
安康,2017-01,116,53~298,轻度污染,87,120,26,1.774,30,52
安康,2017-02,83,54~142,良,60,84,20,1.325,28,67
安康,2017-03,61,43~85,良,36,60,17,0.974,24,101
安康,2017-04,63,37~91,良,25,50,11,0.82,19,108
安康,2017-05,72,34~124,良,32,56,13,0.613,18,113
安康,2017-06,70,26~108,良,25,43,11,0.707,14,118
安康,2017-07,67,32~121,良,19,35,8,0.71,12,116
安康,2017-08,61,30~85,良,21,39,10,0.842,14,111
安康,2017-09,46,25~85,优,22,39,9,0.907,18,68
安康,2017-10,42,20~77,优,24,37,8,0.8,19,50
安康,2017-11,80,42~147,良,58,84,19,1.057,28,36
安康,2017-12,110,71~195,轻度污染,81,126,26,1.361,46,28
安康,2018-01,95,35~175,良,70,102,24,1.268,39,60
安康,2018-02,97,50~272,良,69,109,18,1.139,28,81
安康,2018-03,65,36~92,良,37,71,18,0.923,26,102
安康,2018-04,67,34~112,良,28,70,16,0.604,19,113
阿克苏地区,2014-12,81,81~81,良,34,112,54,0.9,62,46
阿克苏地区,2015-01,81,52~102,良,39,111,36,1.177,46,44
阿克苏地区,2015-02,76,39~137,良,36,105,28,0.583,23,53
阿克苏地区,2015-03,254,121~461,重度污染,105,364,24,0.781,34,139
阿克苏地区,2015-04,220,94~384,重度污染,146,272,15,0.708,23,104
阿克苏地区,2015-05,148,54~500,轻度污染,77,197,12,0.452,16,73
阿克苏地区,2015-06,120,57~473,轻度污染,51,169,9,0.397,17,99
阿克苏地区,2015-07,134,72~228,轻度污染,69,210,8,0.542,22,151
阿克苏地区,2015-08,162,53~500,中度污染,75,211,7,1.094,24,128
阿克苏地区,2015-09,84,52~141,良,37,101,5,0.842,24,115
阿克苏地区,2015-10,115,63~233,轻度污染,71,162,15,0.833,46,100
阿克苏地区,2015-11,112,77~149,轻度污染,80,143,31,1.71,54,89
阿克苏地区,2015-12,112,46~172,轻度污染,84,105,38,2.052,58,71
阿克苏地区,2016-01,126,95~195,轻度污染,88,143,34,2.226,56,73
阿克苏地区,2016-02,171,66~500,中度污染,96,256,23,2.09,40,80
阿克苏地区,2016-03,257,70~500,重度污染,139,686,16,1.381,37,98
阿克苏地区,2016-04,140,84~498,轻度污染,68,202,9,0.62,29,142
阿克苏地区,2016-05,229,94~500,重度污染,134,316,7,0.439,26,153
阿克苏地区,2016-06,132,84~295,轻度污染,75,175,7,0.36,31,171
阿克苏地区,2016-07,104,70~185,轻度污染,66,137,6,0.335,23,129
阿克苏地区,2016-08,93,65~142,良,63,112,4,0.397,24,118
阿克苏地区,2016-09,93,59~325,良,41,130,4,0.377,23,102
阿克苏地区,2016-10,153,52~500,中度污染,69,240,9,0.661,37,83
阿克苏地区,2016-11,161,109~255,中度污染,105,261,23,1.62,55,57
阿克苏地区,2016-12,192,99~298,中度污染,148,247,23,2.481,57,39
阿克苏地区,2017-01,146,105~204,轻度污染,111,169,24,2.439,49,53
阿克苏地区,2017-02,189,54~500,中度污染,99,335,19,1.793,37,69
阿克苏地区,2017-03,223,72~500,重度污染,107,376,14,1.148,33,96
阿克苏地区,2017-04,138,68~500,轻度污染,65,210,9,0.553,20,121
阿克苏地区,2017-05,143,62~500,轻度污染,80,208,8,0.648,23,130
阿克苏地区,2017-06,85,61~119,良,36,97,8,0.567,18,130
阿克苏地区,2017-07,83,60~115,良,30,91,6,0.642,18,134
阿克苏地区,2017-08,76,53~115,良,31,89,4,0.842,20,124
阿克苏地区,2017-09,107,64~296,轻度污染,44,155,7,1.01,32,111
阿克苏地区,2017-10,156,87~333,中度污染,66,248,8,0.948,35,74
阿克苏地区,2017-11,128,79~187,轻度污染,81,200,14,1.653,55,58
阿克苏地区,2017-12,135,65~212,轻度污染,92,195,17,2.148,56,47
阿克苏地区,2018-01,137,81~195,轻度污染,77,223,14,1.861,44,66
阿克苏地区,2018-02,118,88~152,轻度污染,65,186,11,1.443,31,87
阿克苏地区,2018-03,293,120~500,重度污染,118,605,10,1.045,35,95
阿克苏地区,2018-04,316,68~500,严重污染,165,642,7,0.604,26,107
阿里地区,2014-12,38,38~38,优,20,29,10,0.4,5,76
阿里地区,2015-01,41,34~59,优,23,32,16,1.106,15,78
阿里地区,2015-02,47,35~79,优,19,42,16,1.921,11,83
阿里地区,2015-03,50,40~84,优,13,33,17,2.748,9,95
阿里地区,2015-04,64,44~79,良,22,31,13,2.69,7,116
阿里地区,2015-05,45,32~68,优,16,27,10,1.468,5,88
阿里地区,2015-06,43,33~53,优,13,27,11,0.437,4,84
阿里地区,2015-07,41,22~73,优,20,39,13,0.352,5,62
阿里地区,2015-08,30,20~46,优,12,21,13,0.294,4,54
阿里地区,2015-09,29,18~43,优,14,18,10,0.32,7,56
阿里地区,2015-10,32,22~46,优,21,29,8,0.384,10,39
阿里地区,2015-11,41,21~70,优,23,40,14,0.657,16,38
阿里地区,2015-12,50,22~74,优,26,50,25,0.903,29,38
阿里地区,2016-01,46,30~90,优,26,44,24,0.935,20,33
阿里地区,2016-02,36,20~52,优,21,34,17,0.752,12,38
阿里地区,2016-03,34,20~53,优,19,33,16,0.629,12,38
阿里地区,2016-04,34,18~63,优,18,34,10,0.45,9,44
阿里地区,2016-05,38,26~51,优,19,36,8,0.6,11,52
阿里地区,2016-06,45,25~75,优,18,45,6,0.523,10,55
阿里地区,2016-07,31,15~69,优,17,27,7,0.316,9,46
阿里地区,2016-08,37,17~100,优,11,20,7,0.277,27,36
阿里地区,2016-09,37,29~56,优,18,32,7,0.357,8,62
阿里地区,2016-10,45,27~68,优,20,48,10,0.484,13,51
阿里地区,2016-11,51,36~68,良,21,50,34,0.787,28,83
阿里地区,2016-12,51,37~66,良,21,48,36,0.813,25,83
阿里地区,2017-01,46,40~55,优,15,30,24,0.626,19,91
阿里地区,2017-02,49,35~70,优,13,28,21,0.6,17,95
阿里地区,2017-03,51,39~70,良,16,29,15,0.565,16,98
阿里地区,2017-04,62,40~101,良,16,35,11,0.65,12,113
阿里地区,2017-05,74,55~102,良,12,38,10,0.426,15,128
阿里地区,2017-06,84,44~128,良,10,25,9,0.373,13,140
阿里地区,2017-07,57,38~98,良,7,16,8,0.206,13,107
阿里地区,2017-08,66,39~100,良,7,16,7,0.19,12,118
阿里地区,2017-09,72,38~116,良,7,17,4,0.427,19,125
阿里地区,2017-10,55,41~75,良,11,30,14,0.423,20,105
阿里地区,2017-11,44,38~54,优,15,33,21,0.593,25,83
阿里地区,2017-12,47,32~95,优,26,48,22,0.658,24,70
阿里地区,2018-01,50,34~96,良,24,48,13,0.571,16,80
阿里地区,2018-02,44,32~105,优,16,41,19,0.536,16,75
阿里地区,2018-03,46,28~74,优,15,38,19,0.523,16,84
阿里地区,2018-04,53,39~71,良,16,50,10,0.508,12,94
阿拉善盟,2014-12,54,54~54,良,36,59,20,1.8,18,73
阿拉善盟,2015-01,66,43~112,良,39,78,24,1.203,17,79
阿拉善盟,2015-02,82,46~146,良,40,108,14,0.786,10,93
阿拉善盟,2015-03,89,52~316,良,35,121,11,0.861,9,111
阿拉善盟,2015-04,82,53~212,良,39,104,7,1.67,8,113
阿拉善盟,2015-05,85,55~183,良,37,99,4,0.761,6,119
阿拉善盟,2015-06,96,60~124,良,40,92,6,0.793,6,143
阿拉善盟,2015-07,88,61~121,良,41,72,4,0.8,7,145
阿拉善盟,2015-08,88,59~156,良,33,95,6,0.745,8,135
阿拉善盟,2015-09,71,48~113,良,35,61,5,0.743,21,117
阿拉善盟,2015-10,63,42~100,良,31,66,8,0.71,17,103
阿拉善盟,2015-11,61,32~82,良,38,68,11,0.853,19,82
阿拉善盟,2015-12,59,37~159,良,36,63,15,0.613,21,86
阿拉善盟,2016-01,52,38~75,良,30,49,20,0.619,14,85
阿拉善盟,2016-02,69,43~152,良,33,82,16,0.666,11,96
阿拉善盟,2016-03,89,47~181,良,44,118,11,0.639,11,114
阿拉善盟,2016-04,77,56~106,良,27,62,7,0.47,9,130
阿拉善盟,2016-05,100,52~380,良,37,96,6,0.4,8,137
阿拉善盟,2016-06,88,39~139,良,26,62,7,0.463,8,137
阿拉善盟,2016-07,93,59~122,良,29,56,7,0.571,9,148
阿拉善盟,2016-08,78,46~130,良,31,51,8,0.652,10,131
阿拉善盟,2016-09,71,52~84,良,26,43,8,0.537,10,123
阿拉善盟,2016-10,68,49~121,良,30,72,12,0.506,11,111
阿拉善盟,2016-11,71,40~152,良,30,86,18,0.627,14,99
阿拉善盟,2016-12,61,45~122,良,36,67,20,0.79,20,94
阿拉善盟,2017-01,68,42~192,良,33,83,21,0.694,17,90
阿拉善盟,2017-02,71,47~198,良,39,85,19,0.657,12,100
阿拉善盟,2017-03,69,49~164,良,38,65,11,0.706,11,112
阿拉善盟,2017-04,85,48~198,良,35,86,10,0.61,10,126
阿拉善盟,2017-05,131,64~500,轻度污染,57,161,9,0.461,8,138
阿拉善盟,2017-06,100,66~143,良,40,77,8,0.413,9,154
阿拉善盟,2017-07,92,55~144,良,34,69,9,0.432,9,148
阿拉善盟,2017-08,83,55~129,良,21,53,10,0.465,9,138
阿拉善盟,2017-09,73,50~99,良,26,56,10,0.46,9,126
阿拉善盟,2017-10,62,43~90,良,34,66,9,0.526,13,103
阿拉善盟,2017-11,61,44~98,良,32,70,11,0.677,14,94
阿拉善盟,2017-12,56,41~87,良,34,59,12,0.623,15,90
阿拉善盟,2018-01,66,43~109,良,42,75,14,0.768,16,84
阿拉善盟,2018-02,75,43~500,良,35,87,12,0.596,10,99
阿拉善盟,2018-03,112,59~500,轻度污染,50,148,11,0.535,10,115
阿拉善盟,2018-04,125,61~498,轻度污染,46,159,10,0.592,9,126
阿勒泰地区,2014-12,42,42~42,优,15,30,30,2,28,83
阿勒泰地区,2015-01,43,32~66,优,20,30,54,2.01,27,73
阿勒泰地区,2015-02,46,37~53,优,16,28,33,1.293,17,90
阿勒泰地区,2015-03,49,38~86,优,13,23,24,0.906,11,94
阿勒泰地区,2015-04,52,40~73,良,12,30,11,0.743,7,100
阿勒泰地区,2015-05,44,35~55,优,9,28,9,1.19,6,87
阿勒泰地区,2015-06,60,44~75,良,9,27,13,0.883,7,111
阿勒泰地区,2015-07,65,45~93,良,11,30,12,0.91,10,118
阿勒泰地区,2015-08,57,39~76,良,11,37,15,0.684,16,105
阿勒泰地区,2015-09,48,26~67,优,9,25,6,1.473,15,75
阿勒泰地区,2015-10,36,25~44,优,12,25,6,0.858,21,66
阿勒泰地区,2015-11,35,22~64,优,13,17,12,1.04,18,58
阿勒泰地区,2015-12,50,22~73,良,20,21,25,1.297,39,52
阿勒泰地区,2016-01,53,34~90,良,23,24,29,1.332,42,56
阿勒泰地区,2016-02,48,33~78,优,20,27,28,0.962,36,60
阿勒泰地区,2016-03,41,28~59,优,13,20,13,0.8,24,73
阿勒泰地区,2016-04,52,39~92,良,7,15,5,0.453,13,99
阿勒泰地区,2016-05,52,38~72,良,8,19,3,0.345,13,100
阿勒泰地区,2016-06,53,41~76,良,8,15,8,0.47,12,101
阿勒泰地区,2016-07,49,36~56,优,8,15,4,0.571,10,96
阿勒泰地区,2016-08,50,31~67,优,8,27,5,0.568,9,96
阿勒泰地区,2016-09,12,0~55,优,3,11,2,0.12,5,23
阿勒泰地区,2016-10,24,0~51,优,8,17,7,0.5,14,40
阿勒泰地区,2016-11,39,19~70,优,21,27,23,1.083,26,46
阿勒泰地区,2016-12,53,30~82,良,25,29,34,1.371,39,56
阿勒泰地区,2017-01,54,30~97,良,28,30,51,1.548,39,57
阿勒泰地区,2017-02,46,32~68,优,21,29,35,1.464,32,68
阿勒泰地区,2017-03,54,38~82,良,28,42,26,0.987,27,86
阿勒泰地区,2017-04,50,26~81,优,9,23,6,0.47,8,95
阿勒泰地区,2017-05,60,37~99,良,10,37,5,0.545,8,106
阿勒泰地区,2017-06,56,40~65,良,8,23,3,0.42,11,105
阿勒泰地区,2017-07,52,39~79,良,8,21,5,0.345,6,101
阿勒泰地区,2017-08,47,30~62,优,8,22,4,0.452,12,92
阿勒泰地区,2017-09,35,23~48,优,8,23,3,0.51,13,69
阿勒泰地区,2017-10,40,0~54,优,8,22,3,0.4,14,78
阿勒泰地区,2017-11,40,32~50,优,14,24,6,0.587,23,74
阿勒泰地区,2017-12,51,35~84,良,20,32,12,0.748,32,88
阿勒泰地区,2018-01,48,35~60,优,23,28,19,0.865,35,71
阿勒泰地区,2018-02,50,43~65,良,15,21,21,0.586,29,95
阿勒泰地区,2018-03,59,38~80,良,8,16,8,0.565,14,110
阿勒泰地区,2018-04,63,0~87,良,6,18,3,0.472,7,114
安庆,2014-12,60,60~60,良,26,70,12,0.6,11,60
安庆,2015-01,88,38~184,良,65,90,18,2.326,39,68
安庆,2015-02,74,30~148,良,54,78,14,2.025,20,61
安庆,2015-03,66,23~119,良,46,70,13,1.726,20,64
安庆,2015-04,66,38~100,良,48,70,16,1.163,20,46
安庆,2015-05,98,32~218,良,72,94,23,0.719,31,65
安庆,2015-06,53,28~91,良,35,51,17,0.653,28,70
安庆,2015-07,51,27~85,良,32,46,15,0.465,24,56
安庆,2015-08,55,27~80,良,36,57,14,0.49,23,38
安庆,2015-09,59,26~90,良,42,54,18,0.677,21,48
安庆,2015-10,80,39~140,良,57,79,23,0.677,32,77
安庆,2015-11,78,27~187,良,49,66,22,0.86,40,98
安庆,2015-12,122,52~273,轻度污染,92,125,24,1.148,48,52
安庆,2016-01,114,49~319,轻度污染,86,110,24,0.897,47,42
安庆,2016-02,103,46~228,轻度污染,77,104,20,0.848,40,25
安庆,2016-03,108,33~208,轻度污染,79,110,21,0.926,57,33
安庆,2016-04,61,29~99,良,39,58,18,0.627,40,39
安庆,2016-05,71,33~120,良,51,72,18,0.59,35,83
安庆,2016-06,59,35~96,良,34,46,22,0.647,32,82
安庆,2016-07,58,37~95,良,22,31,14,0.561,28,104
安庆,2016-08,64,36~104,良,26,45,20,0.6,25,114
安庆,2016-09,72,24~127,良,37,56,21,0.643,28,113
安庆,2016-10,60,32~112,良,42,57,16,0.745,29,58
安庆,2016-11,85,30~166,良,62,86,19,0.88,43,66
安庆,2016-12,126,42~217,轻度污染,94,120,22,1.071,57,69
安庆,2017-01,131,42~285,轻度污染,99,121,22,0.955,44,75
安庆,2017-02,110,53~185,轻度污染,82,100,20,0.864,39,96
安庆,2017-03,88,48~148,良,63,86,15,0.755,39,100
安庆,2017-04,79,45~114,良,50,81,14,0.783,37,118
安庆,2017-05,90,45~159,良,55,89,12,0.771,33,132
安庆,2017-06,61,32~121,良,29,52,14,0.643,26,103
安庆,2017-07,50,31~90,良,28,48,15,0.439,26,88
安庆,2017-08,48,27~88,优,28,44,13,0.519,23,84
安庆,2017-09,57,30~87,良,34,51,12,0.7,25,86
安庆,2017-10,62,22~108,良,41,63,14,0.665,28,89
安庆,2017-11,99,34~185,良,72,110,15,0.717,51,83
安庆,2017-12,126,40~248,轻度污染,94,135,17,0.881,62,65
安庆,2018-01,120,30~270,轻度污染,89,111,13,0.855,50,76
安庆,2018-02,104,32~199,轻度污染,75,99,16,0.754,41,93
安庆,2018-03,77,41~112,良,51,67,12,0.713,38,112
安庆,2018-04,84,46~130,良,43,84,12,0.7,32,131
安顺,2014-12,94,94~94,良,70,135,151,0.5,28,76
安顺,2015-01,59,30~127,良,40,65,81,1.087,25,68
安顺,2015-02,51,31~69,良,22,43,64,1.175,14,89
安顺,2015-03,60,35~91,良,37,58,39,0.868,14,98
安顺,2015-04,71,36~107,良,40,68,46,0.757,15,119
安顺,2015-05,59,39~94,良,27,47,28,0.565,8,108
安顺,2015-06,44,30~75,优,18,34,19,0.437,6,84
安顺,2015-07,65,26~105,良,25,52,22,0.455,11,114
安顺,2015-08,56,25~110,良,26,47,29,0.406,13,96
安顺,2015-09,42,26~117,优,26,42,22,0.36,11,46
安顺,2015-10,61,26~223,良,38,72,25,0.5,15,64
安顺,2015-11,43,26~79,优,24,42,20,0.56,15,47
安顺,2015-12,51,21~123,良,33,45,42,0.716,22,50
安顺,2016-01,44,23~89,优,27,36,36,0.874,20,56
安顺,2016-02,61,29~118,良,38,52,45,0.731,16,79
安顺,2016-03,50,26~77,优,30,43,24,0.681,17,83
安顺,2016-04,46,26~67,优,24,36,14,0.637,14,85
安顺,2016-05,50,20~80,良,24,38,11,0.561,11,91
安顺,2016-06,42,21~85,优,15,23,11,0.463,10,81
安顺,2016-07,38,27~57,优,13,20,7,0.416,8,76
安顺,2016-08,51,30~91,良,23,32,17,0.465,13,96
安顺,2016-09,63,36~94,良,38,52,18,0.533,16,104
安顺,2016-10,45,22~79,优,30,41,17,0.535,15,69
安顺,2016-11,41,23~62,优,24,34,29,0.663,16,60
安顺,2016-12,69,34~132,良,49,63,50,0.942,24,67
安顺,2017-01,56,27~100,良,38,47,33,0.716,19,48
安顺,2017-02,51,23~102,良,34,46,32,0.614,16,70
安顺,2017-03,46,26~87,优,26,38,30,0.594,18,71
安顺,2017-04,61,32~95,良,25,43,17,0.543,13,109
安顺,2017-05,59,25~94,良,25,40,12,0.565,14,106
安顺,2017-06,44,21~75,优,16,25,11,0.55,11,84
安顺,2017-07,40,19~89,优,18,31,11,0.494,11,75
安顺,2017-08,43,23~88,优,18,30,10,0.555,10,80
安顺,2017-09,47,27~86,优,25,39,10,0.61,10,80
安顺,2017-10,50,22~113,优,33,47,14,0.632,13,67
安顺,2017-11,72,30~150,良,52,77,27,0.73,20,75
安顺,2017-12,80,27~180,良,57,87,48,0.774,27,71
安顺,2018-01,60,27~110,良,42,55,35,0.897,21,56
安顺,2018-02,79,32~132,良,58,79,32,0.879,17,87
安顺,2018-03,73,34~140,良,46,68,19,0.726,17,109
安顺,2018-04,73,36~104,良,40,73,12,0.732,13,118
鞍山,2013-12,97,97~97,良,43,144,59,2.4,33,34
鞍山,2014-01,99,53~213,良,69,119,83,2.858,30,45
鞍山,2014-02,142,58~323,轻度污染,107,172,115,3.511,35,60
鞍山,2014-03,112,54~273,轻度污染,82,142,78,1.861,40,91
鞍山,2014-04,105,71~195,轻度污染,71,147,41,1.42,39,121
鞍山,2014-05,86,45~195,良,51,103,21,1.342,30,125
鞍山,2014-06,88,51~185,良,59,96,18,1.96,28,113
鞍山,2014-07,87,52~174,良,56,89,15,1.632,21,122
鞍山,2014-08,87,41~171,良,53,93,22,1.471,25,127
鞍山,2014-09,74,51~133,良,43,90,24,1.39,38,97
鞍山,2014-10,116,58~266,轻度污染,85,142,36,1.657,41,89
鞍山,2014-11,127,57~402,轻度污染,95,149,74,1.837,45,50
鞍山,2014-12,92,54~258,良,64,104,85,1.832,38,36
鞍山,2015-01,120,53~328,轻度污染,90,131,106,2.006,52,35
鞍山,2015-02,116,49~313,轻度污染,85,134,84,1.689,47,50
鞍山,2015-03,96,53~165,良,66,122,52,1.458,37,77
鞍山,2015-04,89,56~129,良,58,108,28,1.803,32,96
鞍山,2015-05,89,40~158,良,41,84,22,1.184,28,135
鞍山,2015-06,81,47~128,良,43,69,14,1.077,24,134
鞍山,2015-07,78,36~135,良,42,67,16,1.332,25,127
鞍山,2015-08,81,38~154,良,46,70,16,1.506,24,128
鞍山,2015-09,77,42~112,良,44,81,23,1.34,34,108
鞍山,2015-10,88,41~242,良,60,103,28,1.4,40,78
鞍山,2015-11,169,57~500,中度污染,145,188,79,2.003,55,44
鞍山,2015-12,138,51~329,轻度污染,105,152,98,2.103,46,38
鞍山,2016-01,108,52~247,轻度污染,79,125,98,1.855,47,41
鞍山,2016-02,82,57~214,良,55,96,75,1.552,37,56
鞍山,2016-03,97,51~191,良,65,127,54,1.242,37,88
鞍山,2016-04,85,54~158,良,50,108,25,1.063,31,104
鞍山,2016-05,80,41~120,良,41,78,23,1.371,32,125
鞍山,2016-06,73,40~129,良,42,62,15,1.217,25,120
鞍山,2016-07,73,32~107,良,41,57,8,1.1,21,117
鞍山,2016-08,64,30~93,良,38,59,10,1.326,28,103
鞍山,2016-09,64,29~108,良,42,62,14,1.167,28,96
鞍山,2016-10,80,43~251,良,57,90,23,1.303,38,67
鞍山,2016-11,102,51~271,轻度污染,75,114,60,1.353,43,50
鞍山,2016-12,109,53~273,轻度污染,79,130,67,1.565,43,46
鞍山,2017-01,122,59~248,轻度污染,89,150,77,1.897,53,51
鞍山,2017-02,96,48~200,良,68,116,55,1.471,41,73
鞍山,2017-03,104,54~176,轻度污染,76,128,52,1.481,47,106
鞍山,2017-04,81,50~144,良,43,95,20,1.137,34,121
鞍山,2017-05,96,52~179,良,32,78,12,0.961,24,142
鞍山,2017-06,100,52~203,轻度污染,36,68,16,1.237,29,155
鞍山,2017-07,91,51~190,良,31,51,10,1.2,27,144
鞍山,2017-08,59,33~123,良,22,40,9,1.323,25,104
鞍山,2017-09,70,41~112,良,32,55,14,1.287,33,116
鞍山,2017-10,72,33~127,良,46,77,17,1.377,38,78
鞍山,2017-11,61,40~119,良,38,67,36,1.25,34,58
鞍山,2017-12,91,47~230,良,62,101,50,1.835,44,48
鞍山,2018-01,71,47~122,良,47,82,46,1.661,44,51
鞍山,2018-02,84,57~152,良,59,97,44,1.657,41,67
鞍山,2018-03,83,44~156,良,57,96,31,1.416,40,94
鞍山,2018-04,78,55~110,良,44,93,17,1.308,31,103
克孜勒苏州,2014-12,112,112~112,轻度污染,79,174,37,2.6,32,82
克孜勒苏州,2015-01,112,65~207,轻度污染,60,144,24,1.613,21,95
克孜勒苏州,2015-02,129,54~353,轻度污染,55,185,20,1.061,14,60
克孜勒苏州,2015-03,216,53~493,重度污染,89,286,10,0.633,13,83
克孜勒苏州,2015-04,168,50~384,中度污染,75,205,10,0.667,12,108
克孜勒苏州,2015-05,107,44~500,轻度污染,40,116,7,0.723,8,110
克孜勒苏州,2015-06,101,46~195,轻度污染,27,110,4,0.877,8,140
克孜勒苏州,2015-07,137,64~485,轻度污染,46,184,9,0.932,10,115
克孜勒苏州,2015-08,131,50~500,轻度污染,46,189,7,1.147,10,96
克孜勒苏州,2015-09,95,43~349,良,27,127,3,1.127,10,86
克孜勒苏州,2015-10,191,49~500,中度污染,65,281,3,0.9,11,81
克孜勒苏州,2015-11,116,87~154,轻度污染,51,182,3,1.523,15,74
克孜勒苏州,2015-12,99,58~155,良,66,125,5,1.277,17,53
克孜勒苏州,2016-01,134,75~312,轻度污染,75,203,6,1.497,22,58
克孜勒苏州,2016-02,290,90~500,重度污染,139,425,5,1.286,14,71
克孜勒苏州,2016-03,257,33~500,重度污染,202,190,11,1.277,14,73
克孜勒苏州,2016-04,192,59~500,中度污染,94,242,5,1.1,11,106
克孜勒苏州,2016-05,209,57~500,重度污染,151,523,6,1.226,9,113
克孜勒苏州,2016-06,101,64~407,轻度污染,29,126,5,1.22,9,126
克孜勒苏州,2016-07,82,50~137,良,18,85,5,0.858,11,122
克孜勒苏州,2016-08,69,0~207,良,13,58,3,0.981,13,108
克孜勒苏州,2016-09,60,40~128,良,16,69,4,1.19,13,91
克孜勒苏州,2016-10,166,55~500,中度污染,53,247,4,1.568,21,85
克孜勒苏州,2016-11,128,48~500,轻度污染,49,189,3,1.22,22,77
克孜勒苏州,2016-12,123,88~157,轻度污染,82,185,4,1.606,27,69
克孜勒苏州,2017-01,63,36~114,良,36,70,3,1.206,14,80
克孜勒苏州,2017-02,198,48~500,中度污染,56,368,5,1.221,14,90
克孜勒苏州,2017-03,166,56~500,中度污染,54,244,3,0.848,13,121
克孜勒苏州,2017-04,147,75~500,轻度污染,54,152,5,0.787,15,154
克孜勒苏州,2017-05,152,101~472,中度污染,52,119,5,0.8,11,187
