City,Date,AQI,Range,Air quality level,PM2.5,PM10,SO2,CO,NO2,O3
天津,2016-07,88,32~136,良,53,71,7,0.858,28,127
天津,2016-08,72,38~135,良,41,65,9,0.855,31,105
天津,2016-09,88,40~165,良,52,83,15,1.243,42,125
天津,2016-10,91,40~225,良,64,90,18,1.426,51,65
天津,2016-11,138,32~307,轻度污染,104,150,27,2.023,66,38
天津,2016-12,175,60~340,中度污染,135,177,35,2.739,84,32
天津,2017-01,143,40~330,轻度污染,108,141,31,2.4,67,44
天津,2017-02,119,43~289,轻度污染,84,124,28,1.611,64,71
天津,2017-03,101,43~252,轻度污染,70,112,24,1.303,64,98
天津,2017-04,99,60~173,良,64,132,19,1.17,57,114
天津,2017-05,137,54~500,轻度污染,60,166,12,0.939,40,156
天津,2017-06,114,52~178,轻度污染,46,84,10,1.01,36,171
天津,2017-07,103,46~187,轻度污染,51,79,6,1.097,30,154
天津,2017-08,89,39~153,良,37,58,8,1.084,31,141
天津,2017-09,101,44~153,轻度污染,54,92,13,1.187,40,152
天津,2017-10,91,34~246,良,61,78,12,1.281,54,63
天津,2017-11,87,43~199,良,53,88,14,1.14,58,45
天津,2017-12,102,43~242,轻度污染,68,101,18,1.535,61,40
天津,2018-01,82,32~183,良,51,84,19,1.365,56,47
天津,2018-02,92,37~186,良,61,92,17,1.189,42,77
天津,2018-03,117,49~326,轻度污染,78,116,15,1.197,59,94
天津,2018-04,101,35~220,轻度污染,52,122,9,0.868,45,120
铁岭,2014-12,85,85~85,良,31,119,22,0.5,21,48
铁岭,2015-01,114,53~240,轻度污染,85,118,61,1.055,43,50
铁岭,2015-02,98,38~237,良,69,115,50,0.937,36,63
铁岭,2015-03,80,33~156,良,51,99,37,0.745,33,86
铁岭,2015-04,95,59~126,良,56,122,22,0.825,33,105
铁岭,2015-05,88,38~199,良,38,97,14,0.671,28,122
铁岭,2015-06,80,39~161,良,33,56,9,0.753,25,134
铁岭,2015-07,61,29~116,良,34,62,10,0.719,18,101
铁岭,2015-08,49,20~92,优,24,43,11,0.726,22,89
铁岭,2015-09,65,37~109,良,29,65,13,0.65,29,99
铁岭,2015-10,90,41~298,良,62,93,17,0.823,35,84
铁岭,2015-11,137,54~500,轻度污染,114,142,27,1.243,36,59
铁岭,2015-12,108,49~264,轻度污染,79,113,42,1.487,40,45
铁岭,2016-01,95,54~138,良,70,101,43,1.223,36,59
铁岭,2016-02,73,41~138,良,49,77,35,1.107,26,80
铁岭,2016-03,105,40~394,轻度污染,58,135,26,0.923,30,113
铁岭,2016-04,87,48~185,良,36,98,11,0.8,25,129
铁岭,2016-05,98,51~167,良,33,81,13,0.797,26,152
铁岭,2016-06,94,46~167,良,33,57,12,0.82,28,151
铁岭,2016-07,76,22~120,良,35,55,12,0.835,23,124
铁岭,2016-08,53,20~113,良,24,46,9,0.513,19,94
铁岭,2016-09,55,20~84,良,30,54,13,0.597,23,92
铁岭,2016-10,77,31~183,良,53,78,34,0.829,34,70
铁岭,2016-11,97,34~247,良,71,101,37,0.817,40,55
铁岭,2016-12,122,53~262,轻度污染,90,123,42,0.99,48,43
铁岭,2017-01,112,46~303,轻度污染,82,113,34,0.929,45,59
铁岭,2017-02,84,39~211,良,58,84,29,0.679,37,82
铁岭,2017-03,112,43~199,轻度污染,82,115,27,0.894,41,95
铁岭,2017-04,82,44~138,良,46,104,18,0.723,32,101
铁岭,2017-05,102,47~319,轻度污染,40,109,15,0.565,23,132
铁岭,2017-06,87,40~161,良,35,64,15,0.697,30,138
铁岭,2017-07,104,42~174,轻度污染,36,61,11,0.526,25,160
铁岭,2017-08,62,34~133,良,24,45,9,0.516,22,108
铁岭,2017-09,63,30~98,良,28,52,12,0.697,27,107
铁岭,2017-10,82,40~175,良,53,85,18,0.755,36,83
铁岭,2017-11,80,49~254,良,54,84,21,0.663,30,65
铁岭,2017-12,95,52~211,良,66,106,32,0.781,41,39
铁岭,2018-01,82,50~137,良,58,86,29,0.79,38,47
铁岭,2018-02,83,50~137,良,56,85,23,0.625,29,66
铁岭,2018-03,88,40~193,良,63,91,18,0.726,31,87
铁岭,2018-04,78,40~123,良,42,95,12,0.584,28,102
通辽,2014-12,66,66~66,良,30,82,10,0.5,12,66
通辽,2015-01,85,48~145,良,59,94,28,0.806,29,64
通辽,2015-02,83,42~207,良,55,99,21,0.696,26,75
通辽,2015-03,90,41~288,良,53,120,22,0.568,25,100
通辽,2015-04,86,44~162,良,53,112,14,0.517,22,110
通辽,2015-05,105,43~500,轻度污染,50,130,11,0.513,18,127
通辽,2015-06,97,50~192,良,62,111,11,0.587,20,130
通辽,2015-07,93,46~158,良,58,104,11,0.648,20,134
通辽,2015-08,73,46~133,良,39,82,11,0.658,16,110
通辽,2015-09,63,31~108,良,28,67,12,0.577,20,97
通辽,2015-10,68,33~138,良,40,78,15,0.658,24,84
通辽,2015-11,100,38~397,良,73,100,23,0.88,28,66
通辽,2015-12,94,26~228,良,68,93,32,1.11,33,52
通辽,2016-01,61,34~132,良,36,64,21,0.719,21,61
通辽,2016-02,54,37~76,良,28,58,19,0.724,18,77
通辽,2016-03,80,40~288,良,43,102,20,0.787,21,96
通辽,2016-04,86,48~190,良,39,115,13,0.593,20,108
通辽,2016-05,91,57~191,良,36,104,9,0.606,21,136
通辽,2016-06,87,37~171,良,36,64,10,0.72,21,142
通辽,2016-07,85,47~155,良,42,66,9,0.787,21,135
通辽,2016-08,62,34~136,良,27,50,7,0.597,20,107
通辽,2016-09,57,29~113,良,35,57,7,0.747,23,90
通辽,2016-10,64,35~173,良,43,71,11,0.729,26,67
通辽,2016-11,91,37~500,良,69,95,19,0.793,28,58
通辽,2016-12,85,31~226,良,58,92,24,0.968,30,51
通辽,2017-01,79,35~172,良,52,87,22,0.861,25,60
通辽,2017-02,68,37~220,良,43,71,18,0.704,22,78
通辽,2017-03,65,40~212,良,43,67,17,0.61,25,97
通辽,2017-04,67,43~139,良,31,80,15,0.423,21,102
通辽,2017-05,119,46~500,轻度污染,39,151,10,0.368,19,124
通辽,2017-06,75,36~137,良,28,54,9,0.4,20,125
通辽,2017-07,72,36~128,良,36,55,7,0.448,19,120
通辽,2017-08,48,30~80,优,21,37,7,0.484,15,91
通辽,2017-09,57,30~96,良,23,47,10,0.553,21,102
通辽,2017-10,60,30~168,良,34,61,15,0.671,26,82
通辽,2017-11,54,28~144,良,30,60,20,0.633,22,60
通辽,2017-12,55,28~112,良,36,56,25,0.858,25,47
通辽,2018-01,48,31~139,优,28,49,20,0.735,20,61
通辽,2018-02,55,34~112,良,33,55,18,0.682,16,76
通辽,2018-03,74,43~197,良,47,85,19,0.729,23,103
通辽,2018-04,77,46~145,良,34,88,14,0.528,19,119
铜陵,2014-12,51,51~51,良,21,52,34,0.6,35,68
铜陵,2015-01,115,36~233,轻度污染,86,111,57,2,50,68
铜陵,2015-02,102,25~177,轻度污染,76,101,45,1.839,30,46
铜陵,2015-03,66,27~122,良,47,69,43,1.281,27,43
铜陵,2015-04,67,36~95,良,47,78,43,1.173,35,50
铜陵,2015-05,111,56~233,轻度污染,82,125,39,1.158,34,83
铜陵,2015-06,60,33~142,良,37,66,46,0.983,36,91
铜陵,2015-07,56,35~79,良,32,62,35,0.874,27,86
铜陵,2015-08,74,39~113,良,49,92,32,0.919,28,91
铜陵,2015-09,61,40~77,良,36,72,30,0.963,31,83
铜陵,2015-10,86,33~163,良,62,96,36,1.239,40,73
铜陵,2015-11,73,36~132,良,51,76,34,1.38,40,46
铜陵,2015-12,122,56~272,轻度污染,91,133,51,1.658,48,51
铜陵,2016-01,116,46~296,轻度污染,86,125,42,1.616,43,47
铜陵,2016-02,94,42~176,良,66,100,59,1.779,45,57
铜陵,2016-03,103,43~186,轻度污染,75,110,55,1.597,52,77
铜陵,2016-04,70,45~110,良,47,76,43,1.327,41,89
铜陵,2016-05,83,48~162,良,57,96,42,1.165,34,106
铜陵,2016-06,63,41~108,良,35,54,40,1.16,30,98
铜陵,2016-07,60,32~122,良,22,34,35,1.171,32,101
铜陵,2016-08,87,45~141,良,24,41,34,1.181,29,140
铜陵,2016-09,64,35~100,良,30,55,32,1.207,35,107
铜陵,2016-10,58,39~84,良,32,52,37,0.961,42,63
铜陵,2016-11,84,40~139,良,58,92,45,1.15,58,56
铜陵,2016-12,108,44~178,轻度污染,78,111,46,1.365,70,52
铜陵,2017-01,116,53~246,轻度污染,86,117,38,1.232,54,53
铜陵,2017-02,106,53~145,轻度污染,79,111,44,1.175,56,66
铜陵,2017-03,92,59~143,良,66,102,36,1.042,55,78
铜陵,2017-04,87,50~120,良,58,101,33,1.323,53,99
铜陵,2017-05,87,41~129,良,53,87,20,1.029,45,128
铜陵,2017-06,69,41~127,良,42,60,18,0.857,36,108
铜陵,2017-07,63,42~125,良,33,58,23,0.829,42,97
铜陵,2017-08,57,32~88,良,34,56,26,0.803,38,89
铜陵,2017-09,65,35~98,良,40,66,21,0.883,39,92
铜陵,2017-10,72,39~117,良,48,78,21,0.958,50,82
铜陵,2017-11,99,53~149,良,72,115,24,1.23,62,66
铜陵,2017-12,119,58~256,轻度污染,89,127,24,1.265,67,50
铜陵,2018-01,115,52~233,轻度污染,86,109,21,1.229,54,56
铜陵,2018-02,98,40~203,良,71,100,24,1.232,53,64
铜陵,2018-03,72,38~109,良,51,79,23,1.129,46,86
铜陵,2018-04,76,32~110,良,46,95,20,0.884,43,105
吐鲁番地区,2014-12,226,226~226,重度污染,176,244,82,4,73,34
吐鲁番地区,2015-01,186,69~258,中度污染,144,201,78,3.655,60,41
吐鲁番地区,2015-02,167,58~499,中度污染,89,233,37,2.748,38,67
吐鲁番地区,2015-03,96,65~165,良,54,142,20,1.087,35,86
吐鲁番地区,2015-04,110,58~435,轻度污染,55,152,11,0.882,26,104
吐鲁番地区,2015-05,89,58~252,良,52,121,7,0.674,20,109
吐鲁番地区,2015-06,80,37~500,良,30,87,5,1.233,23,110
吐鲁番地区,2015-07,74,51~158,良,28,89,7,0.84,21,112
吐鲁番地区,2015-08,85,54~279,良,40,112,12,0.803,29,108
吐鲁番地区,2015-09,76,43~458,良,30,87,5,0.6,27,94
吐鲁番地区,2015-10,85,53~144,良,48,120,9,1.239,42,68
吐鲁番地区,2015-11,117,56~199,轻度污染,86,140,25,2.343,52,38
吐鲁番地区,2015-12,151,77~269,中度污染,115,145,28,3.832,53,28
吐鲁番地区,2016-01,172,89~315,中度污染,133,199,33,5.071,59,32
吐鲁番地区,2016-02,156,82~500,中度污染,84,234,18,1.39,43,83
吐鲁番地区,2016-03,177,73~500,中度污染,85,277,11,1.119,35,114
吐鲁番地区,2016-04,118,80~362,轻度污染,51,135,6,0.803,26,155
吐鲁番地区,2016-05,118,62~500,轻度污染,66,174,7,0.748,23,128
吐鲁番地区,2016-06,121,58~429,轻度污染,43,118,8,1.113,23,157
吐鲁番地区,2016-07,101,61~388,轻度污染,38,106,8,0.881,24,135
吐鲁番地区,2016-08,87,53~448,良,37,109,6,1.042,30,102
吐鲁番地区,2016-09,79,61~107,良,32,105,5,0.757,36,108
吐鲁番地区,2016-10,143,65~500,轻度污染,68,215,8,1.061,39,80
吐鲁番地区,2016-11,114,69~146,轻度污染,75,172,25,2.45,61,56
吐鲁番地区,2016-12,174,77~238,中度污染,132,202,41,3.429,68,33
吐鲁番地区,2017-01,158,84~211,中度污染,118,168,32,3.155,59,39
吐鲁番地区,2017-02,140,0~482,轻度污染,89,213,26,2.125,54,66
吐鲁番地区,2017-03,120,76~500,轻度污染,58,177,14,1.094,42,73
吐鲁番地区,2017-04,111,54~500,轻度污染,56,162,12,0.787,30,102
吐鲁番地区,2017-05,121,61~500,轻度污染,60,172,10,0.694,26,111
吐鲁番地区,2017-06,102,54~305,轻度污染,44,127,8,0.727,27,126
吐鲁番地区,2017-07,93,64~135,良,35,95,7,0.716,27,145
吐鲁番地区,2017-08,98,65~500,良,36,120,5,0.877,31,131
吐鲁番地区,2017-09,111,67~500,轻度污染,44,160,6,0.887,38,103
吐鲁番地区,2017-10,108,71~390,轻度污染,56,157,8,1.197,46,71
吐鲁番地区,2017-11,117,65~182,轻度污染,82,161,16,2.083,68,55
吐鲁番地区,2017-12,180,82~218,中度污染,136,201,25,3.394,70,33
吐鲁番地区,2018-01,117,72~173,轻度污染,87,148,26,2.665,56,37
吐鲁番地区,2018-02,94,60~132,良,59,134,17,1.761,47,46
吐鲁番地区,2018-03,132,55~453,轻度污染,49,186,10,1.006,42,53
吐鲁番地区,2018-04,204,69~500,重度污染,108,393,8,0.896,25,58
铜仁地区,2014-12,95,95~95,良,71,139,90,2,28,98
铜仁地区,2015-01,80,20~143,良,54,106,20,1.926,31,55
铜仁地区,2015-02,75,36~124,良,47,96,22,0.936,17,67
铜仁地区,2015-03,58,31~90,良,31,66,22,0.603,13,73
铜仁地区,2015-04,60,40~83,良,22,67,27,0.537,9,90
铜仁地区,2015-05,61,32~207,良,24,63,24,0.581,16,76
铜仁地区,2015-06,40,26~59,优,16,38,30,0.417,17,61
铜仁地区,2015-07,50,27~90,良,19,39,12,0.597,14,91
铜仁地区,2015-08,45,26~95,优,16,32,8,0.552,16,83
铜仁地区,2015-09,55,27~95,良,22,40,8,0.52,18,97
铜仁地区,2015-10,64,27~97,良,30,64,11,0.655,22,105
铜仁地区,2015-11,42,25~73,优,20,42,18,1.01,18,56
铜仁地区,2015-12,56,39~92,良,32,62,17,1.039,21,63
铜仁地区,2016-01,63,30~117,良,41,75,19,1.065,17,52
铜仁地区,2016-02,53,23~148,良,35,56,15,0.859,15,55
铜仁地区,2016-03,61,37~89,良,36,72,21,0.835,25,59
铜仁地区,2016-04,48,30~75,优,21,51,24,0.7,16,60
铜仁地区,2016-05,57,33~86,良,21,64,16,0.777,12,86
铜仁地区,2016-06,54,26~96,良,17,55,9,0.713,10,83
铜仁地区,2016-07,48,30~67,优,16,46,12,0.577,12,82
铜仁地区,2016-08,52,29~88,良,17,49,19,0.597,13,91
铜仁地区,2016-09,64,31~110,良,23,63,17,0.623,16,104
铜仁地区,2016-10,48,25~73,优,19,51,19,1.003,15,71
铜仁地区,2016-11,56,23~112,良,25,64,21,1.157,23,46
铜仁地区,2016-12,73,40~106,良,40,95,19,1.5,32,49
铜仁地区,2017-01,82,40~150,良,53,110,20,1.584,22,66
铜仁地区,2017-02,61,35~137,良,29,69,17,1.689,23,65
铜仁地区,2017-03,55,33~91,良,20,61,15,0.923,29,68
铜仁地区,2017-04,60,36~98,良,18,70,12,0.8,30,80
铜仁地区,2017-05,62,21~94,良,15,56,12,0.665,24,98
铜仁地区,2017-06,44,27~63,优,12,41,4,0.657,23,69
铜仁地区,2017-07,54,33~89,良,13,56,5,0.674,15,79
铜仁地区,2017-08,50,26~84,良,13,52,4,0.729,12,78
铜仁地区,2017-09,54,38~105,良,18,54,5,0.773,16,77
铜仁地区,2017-10,44,20~102,优,19,44,5,0.858,16,67
铜仁地区,2017-11,70,30~89,良,35,92,8,1.114,30,77
铜仁地区,2017-12,89,73~97,良,58,121,8,1.2,26,61
铜仁地区,2018-01,59,30~97,良,33,68,8,1.339,20,52
铜仁地区,2018-02,84,37~132,良,49,114,9,1.332,21,69
铜仁地区,2018-03,57,26~101,良,24,65,9,0.977,23,63
铜仁地区,2018-04,64,30~92,良,22,75,5,0.924,19,87
唐山,2013-12,171,63~365,中度污染,135,203,141,3.027,74,28
唐山,2014-01,179,58~378,中度污染,139,200,155,3.458,71,30
唐山,2014-02,184,52~487,中度污染,147,200,141,3.418,67,48
唐山,2014-03,165,63~298,中度污染,126,204,105,3.171,72,82
唐山,2014-04,134,82~215,轻度污染,93,180,69,2.377,63,128
唐山,2014-05,125,55~223,轻度污染,77,153,63,2.11,61,157
唐山,2014-06,113,61~198,轻度污染,74,129,44,1.877,49,148
唐山,2014-07,132,70~265,轻度污染,94,152,43,1.739,40,150
唐山,2014-08,93,52~218,良,63,112,36,1.561,40,127
唐山,2014-09,90,32~235,良,63,104,34,1.487,46,91
唐山,2014-10,141,49~281,轻度污染,106,175,43,2.071,64,66
唐山,2014-11,155,60~434,中度污染,118,191,66,2.407,83,44
唐山,2014-12,141,50~347,轻度污染,106,164,82,2.855,73,39
唐山,2015-01,141,55~361,轻度污染,106,171,85,2.774,75,41
唐山,2015-02,132,48~273,轻度污染,95,163,63,2.1,65,64
唐山,2015-03,135,56~318,轻度污染,94,186,62,2.242,65,93
唐山,2015-04,130,58~234,轻度污染,92,164,46,1.88,60,128
唐山,2015-05,124,64~200,轻度污染,84,144,37,1.452,51,155
唐山,2015-06,104,33~191,轻度污染,70,114,36,1.863,52,139
唐山,2015-07,102,54~172,轻度污染,69,108,39,2.161,48,148
唐山,2015-08,95,45~166,良,51,92,31,1.9,47,118
唐山,2015-09,82,37~130,良,40,80,38,1.873,55,107
唐山,2015-10,101,37~268,轻度污染,70,123,38,1.755,61,79
唐山,2015-11,140,45~332,轻度污染,104,152,48,2.457,70,35
唐山,2015-12,174,38~372,中度污染,136,188,61,3.055,74,29
唐山,2016-01,109,38~392,轻度污染,79,122,61,2.665,65,46
唐山,2016-02,87,39~220,良,59,95,44,1.862,48,73
唐山,2016-03,125,44~316,轻度污染,85,164,55,2.065,69,91
唐山,2016-04,108,42~226,轻度污染,61,152,49,2.003,57,118
唐山,2016-05,105,58~203,轻度污染,50,113,37,1.558,50,153
唐山,2016-06,127,54~201,轻度污染,70,119,39,1.957,49,173
唐山,2016-07,88,53~131,良,55,91,28,2.081,39,126
唐山,2016-08,71,34~130,良,34,59,30,2.077,44,101
唐山,2016-09,100,35~156,良,64,107,39,1.973,57,132
唐山,2016-10,103,44~234,轻度污染,73,122,43,2.119,64,67
唐山,2016-11,143,47~319,轻度污染,108,176,56,2.84,72,32
唐山,2016-12,189,63~488,中度污染,147,215,68,4.039,84,28
唐山,2017-01,154,52~348,中度污染,119,162,55,3.235,72,41
唐山,2017-02,130,44~348,轻度污染,96,144,54,2.5,67,69
唐山,2017-03,100,44~195,良,70,120,47,1.868,66,92
唐山,2017-04,105,60~204,轻度污染,66,141,44,1.533,60,109
唐山,2017-05,137,64~500,轻度污染,58,168,41,1.713,55,149
唐山,2017-06,130,55~207,轻度污染,49,98,40,1.857,52,188
唐山,2017-07,110,55~202,轻度污染,46,89,32,1.974,47,155
唐山,2017-08,92,52~186,良,36,73,31,1.794,47,136
唐山,2017-09,110,53~169,轻度污染,54,113,34,1.707,55,155
唐山,2017-10,102,52~272,轻度污染,70,123,29,1.871,62,66
唐山,2017-11,93,50~202,良,62,118,33,1.59,59,47
唐山,2017-12,105,43~286,轻度污染,75,126,38,1.952,63,43
唐山,2018-01,86,35~168,良,57,104,37,1.794,60,48
唐山,2018-02,101,44~193,轻度污染,71,116,39,2.032,53,72
唐山,2018-03,138,55~395,轻度污染,95,171,39,2.1,69,95
唐山,2018-04,103,55~220,轻度污染,60,133,38,1.568,57,124
天水,2014-12,112,112~112,轻度污染,59,175,63,0.9,59,77
天水,2015-01,118,71~203,轻度污染,89,136,54,1.255,50,60
天水,2015-02,106,66~202,轻度污染,76,125,43,0.979,34,82
天水,2015-03,85,47~184,良,53,104,24,0.794,32,98
天水,2015-04,70,47~104,良,27,71,13,0.81,26,116
天水,2015-05,67,43~103,良,25,65,11,0.648,22,109
天水,2015-06,63,30~108,良,19,49,12,0.73,24,110
天水,2015-07,69,51~97,良,16,36,10,0.6,19,122
天水,2015-08,60,41~128,良,18,43,10,0.516,22,101
天水,2015-09,47,34~74,优,14,25,6,0.697,29,88
天水,2015-10,53,35~84,良,19,40,10,0.916,40,72
天水,2015-11,64,38~95,良,37,68,45,1.603,46,37
天水,2015-12,83,45~139,良,53,88,84,1.7,61,42
天水,2016-01,84,36~140,良,53,85,71,1.732,58,52
天水,2016-02,82,36~147,良,50,105,55,1.493,44,65
天水,2016-03,70,39~128,良,33,82,26,0.842,40,87
天水,2016-04,59,40~73,良,25,58,10,0.687,33,100
天水,2016-05,67,43~127,良,36,70,11,0.758,24,108
天水,2016-06,67,47~87,良,28,52,11,0.753,26,120
天水,2016-07,69,43~106,良,25,46,8,0.574,22,119
天水,2016-08,75,48~113,良,30,50,8,0.623,19,129
天水,2016-09,69,45~94,良,27,49,10,0.76,31,114
天水,2016-10,58,34~108,良,32,58,13,0.768,30,84
天水,2016-11,101,63~168,轻度污染,67,147,51,1.42,49,62
天水,2016-12,131,71~216,轻度污染,97,168,57,1.671,60,57
天水,2017-01,119,58~272,轻度污染,82,152,58,1.323,49,65
天水,2017-02,87,55~155,良,61,109,45,1.125,41,86
天水,2017-03,75,43~116,良,45,93,28,0.948,44,94
天水,2017-04,74,37~175,良,31,84,10,0.54,34,117
天水,2017-05,91,55~310,良,30,85,10,0.442,29,131
天水,2017-06,79,51~146,良,20,47,10,0.367,23,133
天水,2017-07,76,45~118,良,16,39,10,0.397,20,129
天水,2017-08,62,31~99,良,16,36,9,0.419,20,112
天水,2017-09,55,38~72,良,22,53,9,0.487,26,92
天水,2017-10,52,25~87,良,27,58,11,0.677,28,56
天水,2017-11,86,63~130,良,56,118,37,1.083,50,55
天水,2017-12,125,57~500,轻度污染,78,173,50,1.694,59,50
天水,2018-01,103,54~160,轻度污染,75,128,40,1.49,51,59
天水,2018-02,97,49~235,良,64,131,33,1.211,42,84
天水,2018-03,85,39~138,良,44,119,16,0.674,41,101
天水,2018-04,87,35~147,良,37,116,10,0.492,27,119
太原,2013-12,123,46~217,轻度污染,89,146,117,2.093,39,27
太原,2014-01,116,53~230,轻度污染,85,138,125,3.035,41,24
太原,2014-02,139,24~259,轻度污染,104,151,94,2.046,30,32
太原,2014-03,101,54~164,轻度污染,61,142,63,2.087,27,55
太原,2014-04,100,55~166,轻度污染,63,144,29,1.937,26,63
太原,2014-05,92,57~159,良,51,132,39,0.997,46,88
太原,2014-06,76,53~115,良,46,94,26,1.34,42,113
太原,2014-07,93,38~147,良,49,103,28,1.023,43,142
太原,2014-08,70,38~143,良,42,82,26,1.01,33,107
太原,2014-09,72,27~122,良,47,92,32,1.14,26,71
太原,2014-10,133,29~261,轻度污染,95,177,56,1.681,39,47
太原,2014-11,124,31~281,轻度污染,91,149,144,1.747,40,27
太原,2014-12,121,49~306,轻度污染,85,149,155,2.152,32,24
太原,2015-01,113,45~223,轻度污染,83,128,179,2.632,44,24
太原,2015-02,92,38~202,良,65,103,122,2.375,35,41
太原,2015-03,91,47~177,良,60,115,83,2.319,35,59
太原,2015-04,86,42~148,良,52,117,28,1.607,31,69
太原,2015-05,94,52~170,良,50,111,37,1.09,38,132
太原,2015-06,88,46~131,良,48,100,32,1.337,35,137
太原,2015-07,74,48~123,良,43,84,24,0.984,31,115
太原,2015-08,69,46~113,良,39,87,21,0.894,33,83
太原,2015-09,71,33~139,良,45,86,26,1.163,36,80
太原,2015-10,91,36~190,良,58,123,50,1.594,46,53
太原,2015-11,105,40~220,轻度污染,75,122,115,1.707,41,24
太原,2015-12,141,37~301,轻度污染,105,167,114,1.794,38,24
太原,2016-01,96,37~247,良,63,107,117,2.394,43,31
太原,2016-02,75,35~158,良,39,71,78,2.086,28,54
太原,2016-03,103,47~200,轻度污染,64,135,70,1.623,39,74
太原,2016-04,90,53~123,良,47,127,36,1.03,33,97
太原,2016-05,87,53~130,良,49,119,40,0.994,36,112
太原,2016-06,90,51~131,良,45,100,28,1.173,40,137
太原,2016-07,78,46~109,良,47,84,16,1.042,34,121
太原,2016-08,67,37~102,良,37,73,19,0.935,37,100
太原,2016-09,82,48~158,良,48,106,34,1.163,53,91
太原,2016-10,103,49~199,轻度污染,70,134,44,1.497,59,56
太原,2016-11,175,63~313,中度污染,134,238,152,2.213,73,35
太原,2016-12,190,54~391,中度污染,150,207,186,2.461,71,27
太原,2017-01,171,64~418,中度污染,136,192,163,2.252,66,38
太原,2017-02,119,48~261,轻度污染,87,136,122,1.754,57,52
太原,2017-03,85,43~168,良,55,105,59,1.3,47,79
太原,2017-04,92,39~145,良,51,130,34,1.103,51,95
太原,2017-05,119,64~461,轻度污染,49,133,19,0.89,41,152
太原,2017-06,116,45~185,轻度污染,43,98,21,0.987,48,173
太原,2017-07,120,48~202,轻度污染,48,101,17,1.023,44,178
太原,2017-08,93,54~126,良,46,98,20,1.142,47,135
太原,2017-09,104,73~136,轻度污染,61,156,39,1.21,63,113
太原,2017-10,100,40~190,良,68,134,31,1.313,56,54
太原,2017-11,124,68~252,轻度污染,81,179,54,1.41,66,49
太原,2017-12,124,48~278,轻度污染,87,163,74,1.648,65,44
太原,2018-01,112,47~209,轻度污染,76,139,69,1.423,56,49
太原,2018-02,112,53~248,轻度污染,74,134,54,1.196,43,85
太原,2018-03,124,65~216,轻度污染,80,173,42,1.129,53,109
太原,2018-04,121,44~388,轻度污染,58,178,23,0.868,47,123
台州,2013-12,134,24~326,轻度污染,103,147,41,1.43,54,77
台州,2014-01,105,34~301,轻度污染,78,119,26,1.223,43,77
台州,2014-02,60,21~109,良,43,56,13,1.061,26,71
台州,2014-03,78,37~165,良,55,84,18,1.006,36,98
台州,2014-04,74,40~126,良,45,67,10,0.743,29,114
台州,2014-05,85,42~150,良,53,82,8,0.881,29,128
台州,2014-06,63,33~126,良,36,50,6,0.757,18,106
台州,2014-07,53,25~120,良,28,46,5,0.69,12,91
台州,2014-08,63,20~205,良,30,45,5,0.894,18,110
台州,2014-09,62,39~123,良,33,50,7,0.793,18,110
台州,2014-10,71,42~130,良,43,70,8,0.823,23,117
台州,2014-11,70,32~121,良,49,75,11,0.837,28,82
台州,2014-12,85,50~130,良,61,104,17,0.935,36,59
台州,2015-01,99,27~229,良,73,113,15,0.981,36,68
台州,2015-02,84,35~169,良,61,83,7,0.746,22,82
台州,2015-03,58,30~94,良,38,56,8,0.626,24,91
台州,2015-04,84,38~161,良,55,76,8,0.75,26,117
台州,2015-05,69,43~115,良,39,58,6,0.613,19,114
台州,2015-06,68,43~136,良,33,54,6,0.76,15,118
台州,2015-07,59,23~100,良,23,40,6,0.574,14,105
台州,2015-08,59,27~133,良,26,42,6,0.632,13,103
台州,2015-09,78,36~154,良,33,51,8,0.74,19,127
台州,2015-10,75,31~150,良,39,69,9,0.897,22,120
台州,2015-11,56,28~87,良,36,60,10,1.077,31,60
台州,2015-12,71,35~160,良,47,76,12,1.132,33,59
台州,2016-01,78,30~144,良,53,86,11,1.042,35,67
台州,2016-02,73,32~199,良,50,78,9,0.752,22,94
台州,2016-03,73,38~125,良,48,81,10,0.771,30,105
台州,2016-04,78,36~149,良,41,67,8,0.863,25,120
台州,2016-05,80,45~105,良,38,66,8,0.713,19,130
台州,2016-06,60,28~103,良,26,42,7,0.657,13,107
台州,2016-07,62,19~121,良,24,42,6,0.59,12,108
台州,2016-08,60,22~132,良,23,41,6,0.755,13,104
台州,2016-09,60,16~110,良,26,45,8,0.77,15,102
台州,2016-10,46,25~73,优,23,44,7,0.639,18,74
台州,2016-11,57,23~93,良,35,65,13,0.87,30,62
台州,2016-12,65,30~120,良,43,76,12,0.994,35,67
台州,2017-01,63,29~166,良,42,68,8,0.871,27,71
台州,2017-02,66,28~104,良,44,70,7,0.796,26,88
台州,2017-03,62,42~98,良,36,66,8,0.665,30,98
台州,2017-04,71,38~107,良,37,68,7,0.683,27,115
台州,2017-05,66,34~144,良,27,55,6,0.552,20,110
台州,2017-06,56,35~104,良,26,44,4,0.69,21,99
台州,2017-07,58,24~120,良,20,41,5,0.555,13,103
台州,2017-08,62,22~114,良,23,43,4,0.561,17,109
台州,2017-09,64,39~140,良,22,44,5,0.623,19,112
台州,2017-10,62,36~105,良,26,51,6,0.703,18,108
台州,2017-11,62,27~129,良,36,68,8,0.863,32,72
台州,2017-12,81,42~178,良,56,98,11,1.035,40,70
台州,2018-01,63,28~133,良,41,68,8,0.955,34,63
台州,2018-02,72,37~115,良,47,77,8,0.843,22,87
